word,home_row_score,bigram_bonus,frequency_score,movement_cost
chart,5,0,96,5
champion,5,0,128,22
Eli,5,0,33,8
Highness,10,0,142,21
depending,10,0,175,34
suspiciously,20,0,170,55
cluster,10,0,131,20
barracks,20,10,119,17
Pamela,15,0,106,14
fragrance,15,0,164,16
restaurants,20,0,244,35
swirling,10,0,124,25
dearly,15,0,111,14
Hawthorne,5,0,176,31
dismal,20,0,96,20
suck,10,10,38,18
rustling,10,0,132,26
tenth,0,0,131,15
crowned,5,0,127,22
defended,20,0,179,12
reproduced,10,0,183,42
naval,15,0,84,6
structures,10,0,191,28
shutters,10,0,175,16
bombs,5,0,58,19
Persian,10,0,141,22
boundaries,15,0,189,37
publishing,10,0,136,42
achievement,5,0,244,33
cultivated,15,0,182,30
coughing,0,0,111,34
chattering,5,0,209,20
dryly,10,0,55,8
tighter,0,0,156,19
Rogers,5,0,104,25
Kenneth,0,0,162,16
adorned,15,0,149,22
deposited,15,0,197,30
reminder,5,0,173,24
bastards,25,0,149,17
caressed,20,0,178,10
bust,5,0,59,17
Shannon,5,0,126,18
Wendy,5,0,77,12
doth,5,0,81,16
installed,25,0,187,30
zeal,10,0,75,12
printing,0,0,139,34
temperament,5,0,252,38
accusation,15,0,184,32
Abe,0,0,43,3
plunge,5,0,91,15
approaches,15,0,185,35
towering,0,0,160,25
undertake,15,0,189,26
architecture,5,0,255,35
epic,0,0,73,17
compliments,10,0,189,57
detect,5,0,152,13
deals,20,0,106,15
rooted,5,0,141,12
enforcement,5,0,245,38
estimate,10,0,202,24
Agatha,10,0,101,10
slick,15,10,63,20
expanse,10,0,146,26
villain,15,0,114,32
themes,5,0,148,16
visibly,10,0,86,38
maker,10,0,90,10
imposing,5,0,123,42
doin,5,0,76,16
ups,5,0,33,12
monsters,10,0,171,29
veranda,15,0,141,12
foliage,15,0,131,22
puffed,15,0,78,10
drain,10,0,96,22
banker,10,0,108,10
trotted,5,0,173,13
Iris,5,0,58,15
Kane,5,0,83,3
trials,15,0,122,24
dwarf,15,0,69,9
necks,10,10,88,15
tourist,5,0,143,24
Jeffrey,10,0,113,10
naive,5,0,107,19
shillings,20,0,149,22
ferry,5,0,87,5
discharge,15,0,166,25
blushing,10,0,109,30
devils,15,0,106,19
parcel,10,0,107,26
Gavin,5,0,69,16
summons,10,0,104,32
cookies,10,0,134,23
twitched,5,0,160,21
minimum,0,0,92,46
debris,10,0,113,19
convenience,0,0,238,43
betrayal,15,0,155,28
grasping,10,0,121,28
circuit,0,0,112,27
claiming,10,0,120,44
resented,10,0,211,16
seasons,20,0,162,24
unfair,10,0,99,25
contemplated,15,0,244,56
Cardinal,20,0,133,26
manifest,15,0,164,21
neutral,10,0,148,20
Welsh,10,0,87,14
attacking,15,10,161,26
Zack,10,10,35,5
promotion,0,0,167,46
mules,10,0,85,15
Athens,5,0,123,17
disguised,20,0,158,32
Mack,10,10,35,5
Cecil,5,0,79,16
baskets,20,0,135,15
hounds,10,0,101,21
crushing,5,0,119,30
sparkled,25,0,133,33
colleague,15,0,170,31
worthless,15,0,181,31
shrank,15,0,102,14
spirited,10,0,163,25
Jonas,10,0,86,19
managing,10,0,130,16
Swiss,10,0,66,15
struggles,15,0,154,28
zero,0,0,79,9
satisfying,20,0,170,31
hangs,10,0,88,1
riches,5,0,123,17
warming,5,0,104,26
wanna,10,0,97,2
futile,10,20,113,16
haul,10,0,63,8
dessert,15,0,172,7
shriek,10,0,117,18
Missouri,10,0,129,32
fantasies,25,0,200,28
borders,10,0,133,21
perplexed,10,0,169,30
frenzy,5,0,89,11
poisoned,10,0,162,30
prolonged,10,0,158,30
curves,5,0,95,19
yearning,5,0,154,30
currently,5,0,156,24
sunrise,10,0,143,30
fleeting,10,0,169,21
cement,0,0,139,17
avail,15,0,85,10
summon,5,0,85,31
noting,0,0,117,24
indulge,10,0,118,25
nut,0,0,56,9
commotion,0,0,159,44
gaping,5,0,84,20
hail,10,0,76,10
O.,0,0,0,0
unmistakable,25,0,209,52
caps,10,0,58,19
moaning,5,0,122,34
unworthy,0,0,127,33
climax,10,0,74,16
Zach,5,0,51,0
irregular,10,0,164,26
crow,0,0,56,16
dismounted,15,0,189,40
harshly,15,0,116,16
overcoat,5,0,164,40
dancer,10,0,122,6
inserted,10,0,194,16
cracks,15,10,80,17
abundance,15,0,161,21
conservative,10,0,243,45
bluff,15,0,38,11
forefinger,10,0,195,31
factors,15,0,126,20
Mabel,10,0,79,8
associates,25,0,223,43
decidedly,20,0,162,26
constable,15,0,176,39
au,5,0,33,7
bricks,10,10,73,25
unbearable,15,0,193,32
cured,5,0,85,12
Pauline,10,0,124,21
lodging,10,0,101,28
officially,25,0,141,43
savages,20,0,134,6
picks,10,10,56,19
oneself,15,0,157,24
attentive,5,0,226,29
boom,0,0,57,18
hinted,5,0,137,24
consistent,10,0,223,47
ordeal,15,0,128,17
locker,10,10,101,22
prospects,10,0,164,47
pastor,10,0,117,24
Marianne,10,0,166,19
strands,20,0,141,12
errors,5,0,134,14
herbs,5,0,98,9
streak,15,0,129,14
fails,20,0,83,18
pitcher,0,0,137,14
flashes,25,0,138,16
streaked,20,0,180,19
luncheon,5,0,148,26
badge,10,0,86,7
flaming,15,0,98,25
traveller,15,0,191,19
Denver,0,0,117,10
portraits,10,0,183,27
sway,10,0,56,9
Rafe,10,0,69,5
throng,0,0,112,23
Jude,5,0,59,13
interruption,0,0,247,40
Miami,5,0,74,24
Communist,5,0,133,51
cracking,10,10,109,24
greasy,10,0,112,14
Marshal,20,0,116,14
blunt,5,0,72,19
blur,5,0,43,10
skeleton,15,0,180,33
puppy,0,0,32,10
shaky,15,0,70,7
owl,5,0,42,13
bony,0,0,53,24
stairway,15,0,147,31
secrecy,5,0,136,19
spilling,15,0,117,23
links,15,0,75,19
Jerome,0,0,124,21
deceive,5,0,159,23
Luther,0,0,110,18
grocery,0,0,117,24
breach,5,0,112,8
statues,15,0,163,22
splash,20,0,99,21
strung,5,0,99,15
sleek,15,0,110,14
stale,15,0,121,20
Virgil,5,0,78,26
choir,0,0,88,14
Blair,10,0,75,24
visual,15,0,88,34
intolerable,15,0,238,41
hits,5,0,85,15
arranging,10,0,158,24
grinding,5,0,125,32
consciously,15,0,167,44
Apollo,10,0,75,17
worm,0,0,55,16
elevated,15,0,194,21
quivered,5,0,139,21
permanently,10,0,217,28
gardener,10,0,176,14
scientist,10,0,201,36
partial,15,0,133,32
colonial,15,0,143,46
skilled,25,0,117,15
raft,10,0,76,9
dew,5,0,58,2
Doris,5,0,80,25
monument,0,0,151,43
curl,5,0,47,14
boarded,15,0,133,26
drying,5,0,84,14
discussions,25,0,190,45
substitute,10,0,200,30
donkey,10,0,102,28
observer,5,0,161,21
healed,15,0,144,18
starved,15,0,142,21
options,5,0,138,20
chairman,10,0,142,16
processes,15,0,188,29
reduce,5,0,124,17
employee,5,0,168,26
Cody,5,0,41,20
crosses,15,0,144,21
laboratory,15,0,180,40
absently,15,0,152,16
threaten,5,0,212,23
preceded,10,0,172,16
cavern,5,0,112,8
rubbish,5,0,93,26
multiple,10,0,132,25
com,0,0,38,18
contacts,10,0,157,37
foyer,5,0,91,13
Sullivan,15,0,101,18
estates,15,0,193,20
Granny,5,0,89,14
resident,10,0,194,25
excessive,10,0,185,26
Allah,15,0,67,12
bounds,10,0,87,21
glided,15,0,103,16
bliss,15,0,75,15
raining,5,0,131,36
organizations,15,0,247,44
stalked,25,0,136,21
bowing,0,0,81,30
exclusively,15,0,166,41
uneasiness,20,0,227,34
shack,15,10,72,6
withered,5,0,180,20
acquire,5,0,118,13
blinding,10,0,118,32
faltered,20,0,177,17
relevant,10,0,181,19
padded,20,0,107,14
Protestant,10,0,224,31
backyard,20,10,101,18
meters,5,0,148,11
decay,10,0,90,10
formula,15,0,99,29
surveillance,20,0,223,32
bubble,5,0,72,25
allies,20,0,127,15
riot,0,0,89,9
vein,0,0,82,16
gross,10,0,85,17
maintenance,10,0,250,29
chemical,10,0,138,28
squeezing,5,0,151,31
genre,0,0,120,11
heaving,5,0,131,22
Rupert,0,0,97,19
confidential,20,0,235,58
theft,5,0,117,12
jug,5,0,15,10
saluted,20,0,142,13
Luis,5,0,48,15
softness,20,0,172,26
hopped,5,0,103,18
junk,10,0,31,15
publicly,10,0,78,34
lining,5,0,100,26
Bonnie,0,0,122,31
Carson,10,0,104,24
knob,5,0,50,23
interviews,5,0,212,35
alliance,20,0,161,19
blackened,20,10,161,28
Illinois,15,0,128,33
Bradley,15,0,111,22
kills,20,0,66,10
somethin,5,0,173,43
blossoms,20,0,126,35
pillars,20,0,112,17
surviving,5,0,119,45
Rex,0,0,39,6
Dame,5,0,70,3
category,5,0,151,26
ushered,10,0,152,13
attendants,20,0,241,23
Burton,0,0,96,24
Elsie,10,0,90,23
sacrificed,20,0,178,31
controls,10,0,150,37
leisurely,15,0,172,34
Dylan,10,0,63,14
sandals,30,0,132,16
slaughter,15,0,171,33
Suzanne,5,0,112,17
retrieved,5,0,214,20
familiarity,20,0,189,35
toil,5,0,83,7
scalp,15,0,70,11
lemon,5,0,100,26
despise,15,0,154,23
reveals,15,0,153,21
joyous,10,0,79,19
bait,5,0,77,11
binding,5,0,106,32
litter,5,0,143,8
Nope,0,0,66,17
Chad,10,0,56,2
tangle,10,0,128,16
Palmer,10,0,100,16
towels,10,0,126,22
Mel,5,0,50,8
wig,0,0,34,14
rides,10,0,109,13
implications,15,0,210,51
Hart,5,0,70,5
pouch,0,0,63,10
amuse,10,0,97,15
demonstration,15,0,280,50
enchanted,10,0,208,11
persistent,10,0,233,39
greatness,15,0,210,23
Crawford,15,0,110,26
illustrated,25,0,220,26
blindly,15,0,88,24
manly,10,0,70,8
abode,10,0,102,17
AIDS,0,0,0,0
competent,0,0,195,47
consented,10,0,206,32
shrine,5,0,134,20
gum,0,0,22,14
rugged,5,0,89,14
proves,5,0,106,25
recovering,0,0,193,38
carriages,15,0,177,21
Quixote,0,0,117,31
prosecution,5,0,211,46
Marco,5,0,73,17
divide,10,0,108,29
timing,0,0,103,27
Bess,10,0,76,5
diminished,15,0,191,50
sarcasm,20,0,121,11
virtuous,5,0,127,25
graduated,20,0,172,30
Clint,5,0,80,21
domain,10,0,108,32
experiments,5,0,233,48
Trent,0,0,104,13
vegetable,10,0,192,27
Barnes,10,0,120,13
define,10,0,137,19
await,10,0,104,15
Miguel,5,0,85,32
monastery,10,0,183,28
Amber,0,0,68,4
speechless,20,0,216,32
husky,10,0,54,18
jewel,10,0,96,10
dis,10,0,53,13
Nigel,5,0,77,24
pins,5,0,66,11
Clyde,10,0,69,13
nudged,10,0,98,18
classroom,20,0,153,30
patio,5,0,101,19
musicians,15,0,148,45
Bureau,5,0,97,21
exclamation,15,0,206,33
spacious,15,0,128,36
Cora,5,0,65,18
particulars,20,0,187,47
breeding,5,0,159,20
valued,15,0,99,12
scooped,10,0,129,19
stationed,15,0,212,31
Brooklyn,10,0,104,22
stroll,15,0,111,13
essays,20,0,125,14
prosperous,10,0,177,49
respective,5,0,216,41
Yankee,10,0,123,9
drill,15,0,76,8
Arizona,5,0,106,34
honourable,10,0,189,47
likeness,20,0,170,17
demonstrated,20,0,268,40
rejection,5,0,194,28
clipped,10,0,104,18
clarity,10,0,117,24
denying,5,0,124,20
travellers,20,0,210,22
idly,10,0,52,12
lasting,15,0,130,22
goats,10,0,99,27
secondary,15,0,169,33
subsequently,15,0,201,41
calendar,20,0,159,22
Fisher,5,0,114,20
hairy,5,0,88,14
inhabited,10,0,187,22
peaks,15,0,90,19
rains,10,0,103,21
precision,5,0,174,42
treacherous,10,0,240,22
insulted,15,0,159,22
defendant,20,0,201,17
shove,5,0,101,22
techniques,5,0,199,32
turf,5,0,60,6
strips,10,0,110,20
humorous,5,0,124,41
thud,5,0,66,17
scented,10,0,164,15
conquest,5,0,144,35
Willy,10,0,51,12
Lester,5,0,140,12
brook,5,0,70,13
loosely,15,0,132,20
innumerable,10,0,212,41
wretch,0,0,117,10
Atlanta,15,0,136,24
Doyle,5,0,79,19
objections,10,0,184,38
Tucker,5,10,75,24
Anglo,5,0,61,9
corridors,10,0,160,39
distorted,15,0,198,30
terminal,10,0,168,29
refuses,15,20,147,17
lashed,20,0,125,12
bouncing,0,0,111,34
gracefully,20,20,140,20
ceremonies,5,0,231,41
shalt,15,0,101,10
compass,15,0,106,39
males,15,0,101,13
lame,10,0,82,9
mouthed,5,0,134,22
attained,15,0,195,30
Maud,10,0,46,12
tailor,10,0,125,23
shutting,5,0,147,21
adjust,20,0,92,17
historian,10,0,192,40
pizza,5,0,52,10
tidy,5,0,67,13
sliced,15,0,111,19
pirate,5,0,134,17
spies,10,0,103,18
liable,15,0,112,21
pools,10,0,82,9
heritage,5,0,191,19
lass,20,0,75,7
sighs,10,0,83,16
dined,10,0,105,18
oxygen,0,0,93,27
conspicuous,10,0,163,55
ghostly,10,0,111,26
Maxwell,15,0,94,8
recognise,5,0,191,39
lifeless,25,0,166,21
preference,5,0,229,19
fragrant,15,0,145,18
exhibited,5,0,181,33
barred,10,0,116,6
penetrating,5,0,246,36
murmuring,0,0,114,36
blazed,15,0,92,16
modesty,10,0,133,24
label,15,0,91,14
passive,15,0,130,29
wizard,10,0,83,20
banging,5,0,103,16
Theodore,5,0,170,29
peeled,10,0,145,18
moderate,10,0,188,29
howl,5,0,60,22
jagged,15,0,88,8
transmitted,15,0,242,21
orchard,10,0,122,15
tanned,10,0,143,9
Sinclair,10,0,125,40
midday,15,0,84,22
dominant,10,0,156,37
predicted,10,0,182,30
cramped,10,0,115,26
pistols,15,0,126,25
headlights,20,0,197,31
silvery,10,0,117,21
barrels,15,0,134,15
horribly,5,0,120,34
psychology,10,0,126,50
Kentucky,5,10,110,26
Ivy,0,0,9,6
Kurt,0,0,53,11
ardent,10,0,141,15
fucked,15,30,76,21
Curtis,5,0,93,21
Laurel,10,0,101,16
owns,5,0,69,10
foreigners,10,0,208,32
suspects,15,0,145,40
chatting,5,0,153,16
shrink,10,0,99,22
Baltimore,10,0,171,35
turkey,5,0,100,15
preliminary,10,0,192,44
counts,5,0,106,27
folder,15,0,110,15
lick,10,10,44,15
distraction,15,0,222,40
banquet,5,0,123,13
lipstick,15,10,117,33
deception,5,0,194,32
expanded,15,0,153,27
Elliot,10,0,95,13
beats,10,0,113,15
Mae,5,0,63,3
lodged,15,0,104,16
righteous,5,0,178,33
flags,20,0,68,10
presenting,5,0,214,30
tropical,10,0,139,23
scrutiny,5,0,128,27
bowls,10,0,65,27
cited,5,0,107,14
valleys,20,0,115,19
demonstrate,15,0,255,39
Freddie,10,0,141,17
fisherman,15,0,173,21
veiled,10,0,125,16
Mona,5,0,67,18
Stevenson,5,0,188,34
penis,5,0,104,25
Ethel,5,0,96,18
vault,10,0,75,11
breeches,5,0,182,13
uncommon,0,0,117,43
Rio,0,0,43,9
grease,10,0,144,11
alleged,20,0,144,18
stench,5,0,131,9
hose,5,0,98,19
commonplace,10,0,177,59
notorious,5,0,181,35
favored,15,0,125,19
Westminster,10,0,235,38
slit,10,0,79,10
mining,0,0,96,32
lurched,10,0,116,12
distribution,10,0,222,52
stew,5,0,91,7
whirling,5,0,124,28
footing,5,0,126,21
freeze,5,0,139,8
Manuel,10,0,103,16
unsure,5,0,112,18
dissolved,25,0,160,34
penetrate,5,0,237,27
flattened,20,0,207,23
feverish,10,0,162,21
profoundly,15,0,135,40
reasoned,15,0,193,26
readiness,20,0,211,25
cushion,5,0,118,32
slamming,15,0,117,27
agencies,10,0,175,21
Mommy,0,0,43,24
apologized,15,0,165,46
Juliet,5,0,107,17
rebels,10,0,130,17
longest,10,0,145,21
clatter,10,0,155,20
merits,5,0,130,15
Sundays,15,0,91,29
interference,5,0,292,27
comin,0,0,79,34
quaint,5,0,101,34
Garrett,5,0,153,7
moisture,5,0,161,27
boast,10,0,98,23
Naomi,5,0,75,26
photographer,5,0,225,68
luminous,10,0,119,41
aloft,15,0,93,17
cherry,0,0,107,6
dam,10,0,44,2
beaming,5,0,122,22
evolution,5,0,175,31
Valerie,10,0,152,21
interpreted,5,0,264,34
boil,5,0,60,12
Hon,0,0,43,18
calmed,15,0,103,16
unfolded,20,0,133,25
surged,10,0,102,17
salon,15,0,98,19
Jenna,5,0,103,6
losses,20,0,130,15
Phillips,15,0,109,23
clearer,10,0,157,20
cooler,5,0,122,18
realistic,15,0,189,34
Amos,5,0,49,17
clouded,15,0,115,18
thumbs,5,0,84,20
tripped,5,0,128,15
warfare,15,0,137,15
thereafter,10,0,254,21
untouched,5,0,164,29
myths,5,0,78,13
shovel,10,0,113,27
ascended,20,0,174,12
exercises,10,0,200,30
wilt,5,0,67,11
quicker,5,10,96,25
Mick,5,10,32,21
poking,5,0,78,16
exhibition,0,0,194,43
dawned,15,0,115,10
bra,5,0,47,8
connect,0,0,145,29
Bridget,5,0,123,21
addresses,30,0,201,11
duly,10,0,39,8
melody,10,0,99,22
Harley,10,0,99,16
Auntie,0,0,115,27
hare,5,0,99,5
treachery,5,0,196,11
offspring,15,0,126,35
clamped,15,0,109,30
Carmen,5,0,108,14
loading,15,0,119,28
Gil,5,0,33,10
Hong,0,0,49,18
maze,5,0,70,3
nonetheless,15,0,273,43
volunteer,5,0,187,28
Robbie,0,0,90,31
lectures,10,0,169,21
op,0,0,28,1
hints,5,0,106,25
manor,5,0,92,14
Almighty,5,0,98,34
pang,5,0,57,10
Veronica,5,0,153,34
vase,10,0,85,3
rumor,0,0,74,24
provincial,10,0,156,58
proprietor,0,0,197,38
colorful,15,20,111,26
penalty,10,0,134,20
discharged,20,0,179,26
cynical,10,0,100,34
influences,15,0,192,27
quilt,5,0,69,12
psychic,5,0,87,36
brethren,0,0,182,20
accidents,15,0,179,27
miracles,15,0,148,29
Daphne,5,0,107,23
extravagant,15,0,214,18
huts,5,0,73,13
carrier,5,0,146,14
prudent,5,0,130,23
Patty,5,0,85,6
liver,5,0,92,14
e.g.,0,0,44,3
slack,20,10,66,16
grandchildren,20,0,230,32
nuns,5,0,68,15
truths,5,0,118,12
practised,15,0,175,28
biscuits,10,0,128,31
honeymoon,0,0,178,48
shipping,5,0,117,21
shimmering,5,0,176,33
pas,10,0,49,11
imaginative,10,0,214,43
ambassador,30,0,176,16
Nellie,10,0,121,15
rip,0,0,45,6
distributed,15,0,209,42
horrors,5,0,136,27
historic,5,0,155,40
Randall,25,0,106,10
une,0,0,67,10
decides,15,0,150,21
surrendered,15,0,241,19
twenties,5,0,198,22
rash,10,0,80,6
repaired,10,0,176,32
heartbeat,10,0,220,27
streamed,15,0,185,13
superb,5,0,94,21
buzz,0,0,13,14
trot,0,0,95,10
defending,15,0,176,24
Calvin,10,0,81,28
muzzle,5,0,66,25
relish,10,0,126,16
canopy,5,0,87,14
treaty,5,0,141,11
democracy,10,0,146,36
pork,5,0,49,9
oars,10,0,84,16
lids,15,0,65,9
bellowed,15,0,147,20
Abigail,10,0,89,26
Gerard,10,0,111,14
accompanying,10,0,175,54
Berkeley,10,0,153,24
laced,15,0,96,10
knotted,10,0,150,21
therapy,5,0,138,27
blocking,10,10,97,34
contracted,10,0,207,36
plead,15,0,93,14
indicates,15,0,192,33
proving,0,0,96,36
Carolyn,10,0,103,20
Pierce,0,0,123,21
supposedly,20,0,149,27
tons,5,0,89,14
confirmation,10,0,219,52
countered,5,0,193,28
flights,15,0,110,22
Blanche,10,0,122,15
intending,5,0,187,34
repetition,0,0,239,36
automobile,10,0,188,55
reactions,10,0,199,23
growl,5,0,66,22
memorable,10,0,172,35
strapped,15,0,151,27
moods,10,0,84,17
vows,5,0,52,17
Beverly,5,0,115,16
Vanessa,20,0,145,6
afternoons,15,0,219,31
sane,10,0,102,4
flap,15,0,49,19
comparatively,15,0,218,72
wailing,10,0,112,22
gallop,15,0,83,10
lodgings,15,0,120,29
seeks,15,0,116,10
Silas,15,0,76,17
waistcoat,15,0,181,49
operated,10,0,187,21
balloon,15,0,118,18
sage,10,0,88,4
thrusting,5,0,165,33
Merlin,5,0,109,18
Libby,0,0,36,22
Archer,0,0,101,12
loses,15,0,111,15
Ursula,15,0,82,20
Devon,0,0,84,24
conquer,0,0,116,30
Kong,0,0,49,18
disapproval,25,0,169,50
Lindsay,15,0,103,26
disdain,20,0,131,32
loft,10,0,68,11
corporate,5,0,185,37
restrain,10,0,186,28
spears,15,0,124,26
grandparents,20,0,234,45
Madeleine,15,0,205,29
luxurious,10,0,118,31
Cleveland,20,0,161,30
gilt,5,0,66,13
waits,10,0,99,17
Brett,0,0,110,7
Sadie,10,0,96,13
hound,5,0,82,20
clerks,15,0,98,19
invaded,15,0,132,12
ally,15,0,55,8
adjacent,20,0,156,19
humility,5,0,121,30
stab,10,0,75,9
bind,5,0,58,18
landlady,30,0,125,24
corrupt,0,0,108,25
formally,20,0,109,23
retrieve,0,0,201,19
mournful,10,20,103,26
buzzing,0,0,60,30
gulped,10,0,83,20
lurking,10,0,88,18
tactics,10,0,135,22
homosexuality,15,0,227,66
blink,10,0,60,21
caressing,15,0,174,22
gifted,10,0,112,18
tormented,5,0,211,27
frog,5,0,53,15
paws,10,0,56,13
scout,5,0,85,14
chores,5,0,124,17
weaving,5,0,120,20
airplane,15,0,164,31
dashing,15,0,122,20
aback,15,10,64,5
pledge,10,0,113,15
inability,10,0,157,24
cue,0,0,55,11
Andrews,10,0,115,7
din,5,0,54,14
lesbians,20,0,158,25
outlined,10,0,162,21
exposing,5,0,133,37
scores,10,0,125,18
doorbell,15,0,143,24
watchful,15,20,112,20
skipped,15,0,105,17
basically,25,0,132,24
Pam,5,0,32,0
mice,0,0,75,19
Gulf,10,0,27,11
Serena,5,0,139,8
metallic,15,0,150,26
exploring,5,0,144,37
publish,10,0,89,26
wailed,15,0,115,18
insignificant,15,0,236,55
cheering,0,0,168,16
recalling,15,0,160,20
Vernon,0,0,119,26
mast,10,0,78,5
Jade,10,0,75,3
lime,5,0,78,13
foremost,10,0,161,36
Carla,15,0,79,14
burns,5,0,70,15
maternal,15,0,172,18
Montgomery,0,0,168,52
compelling,10,0,153,50
super,5,0,89,17
lions,10,0,95,13
commerce,0,0,148,29
eerie,0,0,153,10
Alexandra,20,0,151,22
communicated,10,0,206,56
threads,15,0,158,16
fling,10,0,66,13
garrison,10,0,149,32
specimen,5,0,158,41
eyeing,0,0,129,19
pillar,15,0,93,14
tugging,0,0,95,25
ducks,15,10,51,21
someplace,15,0,176,40
mentioning,0,0,204,40
loop,5,0,63,4
companionship,10,0,216,68
trance,5,0,136,8
adapted,20,0,146,22
enveloped,10,0,191,23
Corps,5,0,65,29
revived,5,0,134,24
settlers,15,0,199,16
aesthetic,10,0,222,30
inhaled,15,0,147,20
fabulous,20,0,106,22
frock,10,10,58,20
scholarship,20,0,187,37
exhibit,0,0,130,30
aristocratic,15,0,239,56
Furthermore,0,0,214,39
Lionel,5,0,114,26
Zeus,5,0,65,13
Brooke,5,0,103,17
prophecy,0,0,123,34
spectacular,20,0,194,47
bravely,10,0,106,18
Emerson,5,0,125,24
steer,5,0,140,7
weigh,0,0,90,14
Bessie,10,0,135,17
detachment,10,0,222,19
bedrooms,10,0,145,21
maintaining,10,0,213,58
tow,0,0,57,11
whereabouts,10,0,225,27
inwardly,15,0,121,24
uncovered,5,0,169,31
Reynolds,15,0,131,29
broom,0,0,75,18
wed,5,0,58,2
Gene,0,0,96,9
dose,10,0,92,17
frames,15,0,113,10
linger,5,0,115,14
bug,0,0,19,14
stoop,5,0,97,9
howled,10,0,111,28
slapping,15,0,114,31
glittered,10,0,200,16
mahogany,10,0,129,24
conceded,10,0,161,24
Walt,10,0,64,9
sites,10,0,124,14
tedious,10,0,149,18
accurately,15,0,175,28
winner,0,0,125,18
licking,10,10,91,26
Randolph,15,0,116,26
interrupting,0,0,231,38
hopelessly,20,0,191,36
greed,5,0,113,6
haughty,5,0,108,20
accuracy,10,0,106,20
neared,10,0,152,12
squatted,15,0,157,23
editions,10,0,182,24
onward,10,0,105,19
Bruno,0,0,69,23
scales,20,0,121,14
Tennessee,10,0,231,13
contribute,0,0,195,47
Jed,5,0,51,4
survivors,10,0,132,46
sketches,15,0,170,20
fraud,15,0,70,17
steak,15,0,111,14
cocktail,15,10,126,40
tempting,0,0,153,31
rites,5,0,123,11
theatrical,15,0,219,35
reappeared,15,0,224,30
compact,5,0,104,43
teenager,5,0,210,9
uncomfortably,15,0,188,53
bruises,10,0,128,19
Donovan,5,0,113,36
drenched,10,0,167,10
Khan,5,0,63,0
hue,0,0,65,11
popularity,10,0,151,24
Webster,5,0,145,14
Janice,5,0,112,19
Maine,5,0,104,19
Augustus,10,0,96,39
approximately,15,0,213,60
pinch,0,0,74,10
Cassandra,30,0,162,10
salmon,15,0,106,31
USA,0,0,0,0
tramp,5,0,83,15
stupidity,10,0,148,27
marriages,15,0,176,21
sublime,10,0,110,32
IX,0,0,0,0
inscription,5,0,204,38
fragment,10,0,148,16
emotionally,15,0,213,37
tenants,10,0,176,14
facilities,20,0,199,28
politeness,15,0,223,19
Ty,0,0,6,6
unfinished,15,0,185,43
strand,15,0,122,11
dial,15,0,70,20
boundary,10,0,117,28
confrontation,10,0,261,64
Esq,5,0,19,3
reporting,0,0,177,26
allowance,20,0,170,21
charging,5,0,122,24
Bo,0,0,23,9
coals,15,0,86,29
paw,5,0,37,12
superstition,10,0,247,43
rumble,5,0,88,21
banished,15,0,158,20
stair,10,0,110,21
spells,20,0,106,26
cruise,5,0,113,17
gratefully,20,20,159,24
pursed,10,0,102,12
Testament,10,0,202,25
silenced,15,0,170,21
Clifford,20,0,100,26
channels,15,0,161,13
deposit,10,0,146,27
glossy,15,0,85,22
attire,5,0,156,13
blessings,20,0,159,29
corpses,10,0,131,33
foreman,10,0,137,15
raises,15,0,139,23
eloquent,5,0,167,34
advances,20,0,150,9
torches,5,0,151,18
Basil,15,0,76,10
hailed,15,0,127,16
Newman,5,0,97,6
metaphor,5,0,162,44
vanish,10,0,106,16
Lillian,15,0,111,20
Henderson,10,0,189,30
g,0,0,6,0
perspiration,10,0,241,48
dinners,10,0,149,21
computers,5,0,154,39
eminent,0,0,172,30
societies,10,0,214,42
Indiana,15,0,123,16
sustain,15,0,139,37
Liverpool,5,0,143,30
Republican,10,0,143,36
thickly,10,10,95,29
à,0,0,0,0
Delia,10,0,96,18
witches,5,0,139,19
attentions,10,0,247,29
authentic,5,0,193,36
weed,5,0,96,2
Bolan,10,0,79,18
wisely,10,0,103,22
schemes,10,0,148,12
reacted,10,0,167,12
poorly,5,0,87,12
posed,10,0,98,12
Commissioner,10,0,216,54
prone,0,0,105,23
curses,10,0,111,17
tiles,10,0,117,12
fraction,10,0,148,23
receipt,0,0,156,19
scrub,5,0,58,15
finer,5,0,104,17
housing,5,0,115,32
subjected,15,0,157,31
patting,5,0,132,26
evenly,5,0,117,17
pal,10,0,42,16
elegance,10,0,186,16
petition,0,0,183,28
richly,5,0,83,20
Vegas,10,0,88,7
accordance,15,0,186,21
submission,15,0,162,45
resemble,10,0,175,19
armour,5,0,98,22
orchestra,10,0,194,23
dilemma,15,0,123,16
refrain,10,0,146,24
Poland,15,0,92,20
indulgence,10,0,185,31
puff,10,0,27,7
wail,10,0,65,12
Michel,5,0,98,24
dismiss,20,0,119,29
immensely,10,0,169,24
racial,15,0,108,26
missionary,15,0,178,38
pained,10,0,122,30
nightmares,10,0,199,33
Edna,10,0,58,4
educational,20,0,219,37
keenly,10,0,117,15
warmer,5,0,113,14
mirth,0,0,92,18
responses,15,0,200,27
Roosevelt,10,0,182,33
sacrifices,20,0,184,32
associations,25,0,249,53
transition,10,0,221,29
infantry,10,0,144,22
pirates,10,0,153,19
surf,10,0,52,10
flourish,15,0,126,23
turmoil,5,0,116,21
workmen,5,0,115,26
Stevens,5,0,146,17
surprises,15,0,166,36
um,0,0,16,7
