word,home_row_score,bigram_bonus,frequency_score,movement_cost
roles,15,0,110,9
remembrance,25,16,222,34
tread,15,0,121,8
explanations,40,16,236,33
Gertrude,20,0,160,20
gaining,15,0,119,24
Cathy,15,10,76,10
Winston,25,0,130,18
verdict,10,0,128,12
loomed,15,0,115,12
hugging,15,0,86,17
rebel,10,0,111,10
hotels,25,0,137,18
pissed,15,0,116,14
woven,15,0,91,23
relating,20,0,167,24
extension,35,0,207,24
gripping,5,0,104,12
submitted,25,0,165,21
blacks,10,0,71,14
mirrors,10,0,124,15
bleak,10,0,81,12
delicacy,10,0,131,14
stain,20,0,112,13
bounded,20,0,119,19
conclude,20,0,131,20
emerging,15,0,155,22
cope,10,0,75,4
ta,10,0,52,4
circus,10,0,83,7
grimaced,10,0,136,16
passport,25,0,142,20
handy,15,16,82,27
bumped,10,0,77,15
civilian,10,16,131,22
melt,10,0,85,10
maps,10,0,57,13
remedy,10,0,120,22
imprisoned,20,0,185,36
suspense,35,0,167,27
ministers,25,0,191,39
reared,15,0,149,8
reckoned,20,0,160,20
jam,5,0,32,8
bin,5,0,46,11
sanctuary,30,16,156,37
descriptions,30,0,233,29
Clarence,20,0,159,14
forbid,5,0,85,12
chilled,10,0,123,14
Patricia,15,0,144,8
Lena,15,0,83,12
Broadway,15,0,115,26
noses,25,0,119,21
courtroom,25,0,155,20
Gideon,15,0,115,8
Phillip,5,0,90,10
sting,15,0,93,19
subsided,20,0,135,21
bartender,25,0,201,25
Erin,5,0,59,6
thirsty,20,10,136,22
exposure,25,0,150,22
contrived,20,0,171,28
programs,15,0,121,11
sheltered,30,0,222,19
yacht,15,0,84,16
caress,20,0,127,7
resume,20,0,129,18
flicker,5,0,106,6
affections,30,0,194,19
preoccupied,20,0,187,14
slippery,10,0,126,21
shaded,20,0,125,11
picturesque,30,0,192,28
Jules,15,0,77,13
Allison,15,0,107,18
Sonny,15,0,69,10
urban,15,16,75,19
disposal,20,0,137,28
prairie,10,0,146,2
Gothic,15,10,97,10
babe,10,0,72,13
confront,25,0,146,20
strewn,20,0,130,15
tunic,15,0,85,10
crops,10,0,74,9
trivial,10,0,127,20
facility,10,0,127,10
pier,5,0,83,4
prophet,20,0,136,12
blinded,10,0,121,21
volunteered,35,0,238,24
echoes,25,0,144,17
eighth,20,10,129,9
reliable,15,0,168,16
profits,15,0,120,9
te,10,0,65,2
properties,25,0,213,21
Ida,5,0,37,0
frightful,15,0,124,16
storms,20,0,113,16
patron,20,0,118,14
bee,10,0,81,3
cherished,25,0,192,24
abilities,20,0,188,25
involvement,30,0,213,44
Bud,5,0,21,6
malice,10,0,111,8
sipping,10,0,99,19
wrapping,10,0,108,19
array,10,0,91,10
asserted,30,0,197,22
es,10,0,57,5
disgusting,25,0,160,40
doom,10,0,65,6
Poe,10,0,61,2
declaration,30,0,229,18
hull,10,0,51,5
adored,15,0,129,6
vines,15,0,101,23
gym,0,0,19,14
drawings,15,0,129,33
scars,15,0,89,14
Christina,25,0,169,36
Alicia,5,0,87,0
refined,15,0,155,16
mounting,25,0,133,28
ruler,10,0,94,10
Pitt,10,0,75,4
contribution,35,0,221,30
strap,15,0,94,7
Nat,10,0,52,4
journalist,30,0,173,28
respectful,25,0,182,32
Melville,10,0,136,22
dump,5,0,34,12
Shane,20,16,101,20
chart,15,0,96,14
champion,20,0,128,28
Eli,0,0,33,0
Highness,25,0,142,15
depending,20,0,175,28
suspiciously,30,0,170,39
cluster,20,0,131,14
barracks,15,0,119,14
Pamela,15,0,106,12
fragrance,20,16,164,14
restaurants,45,16,244,31
swirling,10,0,124,21
dearly,10,0,111,14
Hawthorne,30,10,176,26
dismal,10,0,96,16
suck,10,0,38,10
rustling,20,0,132,26
tenth,25,10,131,9
crowned,15,0,127,14
defended,20,0,179,20
reproduced,20,0,183,16
naval,15,0,84,22
structures,35,0,191,28
shutters,35,0,175,16
bombs,10,0,58,14
Persian,20,16,141,24
boundaries,30,0,189,22
publishing,20,0,136,36
achievement,35,0,244,38
cultivated,25,0,182,38
coughing,20,0,111,28
chattering,30,0,209,30
dryly,0,0,55,30
tighter,20,0,156,14
Rogers,15,0,104,13
Kenneth,30,10,162,13
adorned,20,0,149,14
deposited,25,0,197,26
reminder,15,0,173,28
bastards,25,0,149,26
caressed,25,0,178,14
bust,15,0,59,9
Shannon,30,16,126,26
Wendy,10,0,77,22
doth,15,10,81,5
installed,25,0,187,18
zeal,10,0,75,9
printing,15,0,139,24
temperament,35,0,252,32
accusation,35,0,184,28
Abe,5,0,43,8
plunge,15,0,91,14
approaches,30,0,185,15
towering,20,0,160,28
undertake,30,0,189,25
architecture,35,0,255,28
epic,5,0,73,2
compliments,25,0,189,31
detect,20,0,152,12
deals,15,0,106,11
rooted,20,0,141,8
enforcement,35,0,245,28
estimate,30,0,202,30
Agatha,20,10,101,10
slick,5,0,63,10
expanse,25,16,146,18
villain,10,0,114,14
themes,25,10,148,17
visibly,5,0,86,42
maker,10,0,90,12
imposing,15,0,123,38
doin,10,0,76,8
ups,10,0,33,10
monsters,30,0,171,25
veranda,20,16,141,20
foliage,15,0,131,4
puffed,10,0,78,10
drain,10,0,96,6
banker,15,16,108,19
trotted,25,0,173,12
Iris,5,0,58,7
Kane,15,16,83,10
trials,15,0,122,11
dwarf,5,0,69,14
necks,15,0,88,15
tourist,25,0,143,18
Jeffrey,10,0,113,14
naive,15,0,107,20
shillings,20,0,149,26
ferry,5,0,87,14
discharge,20,0,166,26
blushing,20,0,109,31
devils,10,0,106,23
parcel,10,0,107,4
Gavin,10,0,69,22
summons,25,0,104,18
cookies,20,0,134,13
twitched,20,0,160,28
minimum,10,0,92,30
debris,10,0,113,17
convenience,35,0,238,38
betrayal,20,0,155,29
grasping,15,0,121,26
circuit,10,0,112,10
claiming,10,0,120,24
resented,30,0,211,22
seasons,35,0,162,26
unfair,15,0,99,9
contemplated,35,0,244,28
Cardinal,15,0,133,12
manifest,25,16,164,28
neutral,25,0,148,10
Welsh,15,0,87,13
attacking,25,0,161,26
Zack,5,0,35,3
promotion,25,0,167,24
mules,15,0,85,13
Athens,25,10,123,13
disguised,20,0,158,34
Mack,5,0,35,3
Cecil,5,0,79,4
baskets,25,0,135,24
hounds,25,0,101,22
crushing,20,0,119,26
sparkled,15,0,133,17
colleague,25,0,170,10
worthless,30,10,181,24
shrank,20,16,102,18
spirited,15,0,163,15
Jonas,20,0,86,19
managing,20,16,130,30
Swiss,10,0,66,21
struggles,25,0,154,20
zero,10,0,79,10
satisfying,25,0,170,61
hangs,20,16,88,24
riches,15,0,123,13
warming,10,0,104,31
wanna,20,16,97,19
futile,15,0,113,10
haul,15,0,63,11
dessert,25,0,172,18
shriek,15,0,117,10
Missouri,20,0,129,18
fantasies,35,16,200,33
borders,15,0,133,16
perplexed,15,0,169,12
frenzy,10,0,89,10
poisoned,25,0,162,26
prolonged,20,0,158,18
curves,15,0,95,25
yearning,20,0,154,34
currently,20,0,156,28
sunrise,25,0,143,25
fleeting,20,0,169,20
cement,20,0,139,16
avail,10,0,85,16
summon,20,0,85,17
noting,20,0,117,24
indulge,15,0,118,20
nut,15,0,56,4
commotion,25,0,159,24
gaping,10,0,84,12
hail,10,0,76,5
O.,0,0,0,0
unmistakable,35,0,209,43
caps,10,0,58,7
moaning,20,16,122,30
unworthy,25,10,127,21
climax,5,0,74,16
Zach,10,0,51,5
irregular,15,0,164,10
crow,5,0,56,7
dismounted,30,0,189,26
harshly,20,0,116,29
overcoat,25,0,164,21
dancer,15,16,122,16
inserted,25,0,194,22
cracks,10,0,80,9
abundance,30,16,161,30
conservative,35,0,243,52
bluff,5,0,38,11
forefinger,20,0,195,22
factors,20,0,126,15
Mabel,10,0,79,10
associates,40,0,223,25
decidedly,10,0,162,18
constable,30,0,176,26
au,10,0,33,3
bricks,5,0,73,14
unbearable,30,0,193,23
cured,10,0,85,10
Pauline,20,0,124,16
lodging,10,0,101,14
officially,10,0,141,11
savages,25,0,134,30
picks,5,0,56,9
oneself,25,0,157,21
attentive,35,0,226,30
boom,10,0,57,9
hinted,20,0,137,17
consistent,40,0,223,32
ordeal,15,0,128,5
locker,10,0,101,8
prospects,25,0,164,25
pastor,20,0,117,14
Marianne,25,16,166,10
strands,25,16,141,26
errors,15,0,134,11
herbs,15,0,98,14
streak,20,0,129,14
fails,10,0,83,7
pitcher,15,0,137,18
flashes,25,0,138,17
streaked,25,0,180,17
luncheon,30,0,148,26
badge,10,0,86,7
flaming,10,0,98,24
traveller,20,0,191,24
Denver,15,0,117,16
portraits,25,0,183,17
sway,10,0,56,19
Rafe,10,0,69,2
throng,20,10,112,18
Jude,10,0,59,8
interruption,35,0,247,32
Miami,5,0,74,12
Communist,25,0,133,28
cracking,10,0,109,18
greasy,15,0,112,14
Marshal,20,0,116,14
blunt,15,0,72,13
blur,5,0,43,11
skeleton,30,0,180,21
puppy,5,0,32,16
shaky,15,0,70,17
owl,5,0,42,13
bony,10,0,53,13
stairway,20,0,147,31
secrecy,15,0,136,21
spilling,10,0,117,19
links,10,0,75,17
Jerome,15,0,124,14
deceive,15,0,159,22
Luther,20,10,110,10
grocery,10,0,117,16
breach,15,0,112,14
statues,35,0,163,18
splash,20,0,99,16
strung,20,0,99,19
sleek,15,0,110,10
stale,20,0,121,9
Virgil,0,0,78,0
choir,10,0,88,10
Blair,5,0,75,0
visual,15,0,88,22
intolerable,30,0,238,28
hits,15,0,85,12
arranging,20,16,158,24
grinding,10,0,125,24
consciously,30,0,167,38
Apollo,10,0,75,3
worm,5,0,55,13
elevated,25,0,194,26
quivered,15,0,139,27
permanently,30,16,217,46
gardener,20,0,176,12
scientist,30,0,201,29
partial,15,0,133,8
colonial,20,0,143,14
skilled,10,0,117,13
raft,10,0,76,4
dew,5,0,58,7
Doris,10,0,80,9
monument,30,0,151,26
curl,5,0,47,6
boarded,15,0,133,9
drying,5,0,84,32
discussions,35,0,190,35
substitute,40,0,200,25
donkey,15,0,102,20
observer,20,0,161,31
healed,20,0,144,9
starved,20,0,142,23
options,25,0,138,16
chairman,20,16,142,28
processes,30,0,188,19
reduce,15,0,124,12
employee,20,0,168,28
Cody,5,0,41,12
crosses,25,0,144,17
laboratory,25,0,180,28
absently,25,0,152,34
threaten,35,10,212,20
preceded,15,0,172,12
cavern,15,0,112,22
rubbish,15,0,93,19
multiple,15,0,132,16
com,5,0,38,6
contacts,30,0,157,19
foyer,10,0,91,20
Sullivan,15,16,101,28
estates,35,0,193,23
Granny,15,16,89,10
resident,25,0,194,22
excessive,25,0,185,34
Allah,10,0,67,5
bounds,20,0,87,22
glided,5,0,103,4
bliss,10,0,75,12
raining,15,0,131,24
organizations,40,16,247,46
stalked,20,0,136,13
bowing,10,0,81,29
exclusively,20,0,166,46
uneasiness,45,0,227,38
shack,15,0,72,10
withered,20,10,180,21
acquire,15,0,118,10
blinding,10,0,118,29
faltered,20,0,177,12
relevant,25,16,181,28
padded,10,0,107,4
Protestant,40,16,224,26
backyard,10,0,101,25
meters,20,0,148,17
decay,10,0,90,14
formula,15,0,99,14
surveillance,30,16,223,37
bubble,10,0,72,11
allies,15,0,127,7
riot,10,0,89,4
vein,10,0,82,14
gross,15,0,85,7
maintenance,40,16,250,40
chemical,15,0,138,18
squeezing,25,0,151,41
genre,15,0,120,14
heaving,20,0,131,33
Rupert,15,0,97,14
confidential,30,0,235,24
theft,20,10,117,10
jug,5,0,15,6
saluted,25,0,142,15
Luis,10,0,48,13
softness,35,0,172,22
hopped,15,0,103,9
junk,10,0,31,11
publicly,5,0,78,20
lining,10,0,100,24
Bonnie,20,0,122,14
Carson,20,0,104,18
knob,10,0,50,14
interviews,25,0,212,37
alliance,20,16,161,14
blackened,20,0,161,19
Illinois,15,0,128,19
Bradley,10,0,111,10
kills,5,0,66,10
somethin,30,10,173,29
blossoms,25,0,126,26
pillars,10,0,112,7
surviving,15,0,119,51
Rex,5,0,39,4
Dame,10,0,70,10
category,20,0,151,20
ushered,25,0,152,15
attendants,45,16,241,27
Burton,20,0,96,18
Elsie,10,0,90,16
sacrificed,15,0,178,11
controls,25,0,150,21
leisurely,20,0,172,32
Dylan,10,16,63,26
sandals,25,16,132,26
slaughter,30,0,171,23
Suzanne,25,16,112,28
retrieved,20,0,214,24
familiarity,15,0,189,22
toil,10,0,83,4
scalp,10,0,70,7
lemon,15,0,100,16
despise,20,0,154,26
reveals,20,0,153,23
joyous,20,0,79,25
bait,10,0,77,9
binding,10,0,106,29
litter,15,0,143,8
Nope,10,0,66,4
Chad,10,0,56,10
tangle,20,16,128,18
Palmer,10,0,100,12
towels,20,0,126,23
Mel,5,0,50,4
wig,0,0,34,7
rides,10,0,109,7
implications,25,0,210,27
Hart,10,0,70,4
pouch,15,0,63,11
amuse,20,0,97,18
demonstration,45,0,280,38
enchanted,35,16,208,32
persistent,35,0,233,36
greatness,35,0,210,19
Crawford,10,0,110,16
illustrated,30,0,220,22
blindly,5,0,88,27
manly,10,16,70,28
abode,15,0,102,12
AIDS,0,0,0,0
competent,30,0,195,24
consented,35,0,206,22
shrine,20,0,134,17
gum,5,0,22,6
rugged,10,0,89,10
proves,15,0,106,19
recovering,20,0,193,32
carriages,20,0,177,7
Quixote,20,0,117,18
prosecution,35,0,211,28
Marco,10,0,73,1
divide,5,0,108,18
timing,10,0,103,28
Bess,15,0,76,7
diminished,20,0,191,38
sarcasm,20,0,121,17
virtuous,25,0,127,21
graduated,25,0,172,14
Clint,10,0,80,8
domain,15,0,108,18
experiments,30,0,233,29
Trent,15,0,104,8
vegetable,25,0,192,28
Barnes,20,0,120,15
define,15,0,137,14
await,15,0,104,18
Miguel,10,0,85,6
monastery,30,0,183,40
Amber,5,0,68,12
speechless,35,0,216,28
husky,15,0,54,19
jewel,10,0,96,14
dis,5,0,53,7
Nigel,5,0,77,4
pins,10,0,66,7
Clyde,5,0,69,22
nudged,15,0,98,10
classroom,25,0,153,20
patio,15,0,101,9
musicians,25,16,148,21
Bureau,20,0,97,13
exclamation,30,0,206,32
spacious,25,0,128,14
Cora,10,0,65,2
particulars,25,0,187,21
breeding,15,0,159,21
valued,15,0,99,14
scooped,20,0,129,13
stationed,35,0,212,27
Brooklyn,15,0,104,20
stroll,15,0,111,9
essays,25,0,125,25
prosperous,30,0,177,25
respective,25,0,216,40
Yankee,20,16,123,12
drill,0,0,76,0
Arizona,15,0,106,28
honourable,35,0,189,31
likeness,25,0,170,17
demonstrated,40,0,268,32
rejection,25,0,194,22
clipped,5,0,104,4
clarity,10,0,117,10
denying,15,0,124,32
travellers,25,0,210,31
idly,0,0,52,10
lasting,20,0,130,26
goats,20,0,99,9
secondary,25,0,169,29
subsequently,40,0,201,43
calendar,20,0,159,12
Fisher,15,0,114,14
hairy,10,0,88,15
inhabited,25,0,187,30
peaks,15,0,90,13
rains,15,0,103,7
precision,20,0,174,24
treacherous,40,0,240,25
insulted,25,0,159,22
defendant,30,16,201,24
shove,20,0,101,19
techniques,35,0,199,27
turf,10,0,60,4
strips,15,0,110,14
humorous,30,0,124,18
thud,15,10,66,6
scented,25,0,164,19
conquest,30,0,144,26
Willy,0,0,51,10
Lester,20,0,140,14
brook,10,0,70,8
loosely,20,0,132,24
innumerable,30,0,212,30
wretch,15,0,117,20
Atlanta,25,16,136,20
Doyle,10,0,79,22
objections,30,0,184,26
Tucker,10,0,75,12
Anglo,10,0,61,13
corridors,15,0,160,11
distorted,25,0,198,22
terminal,20,0,168,28
refuses,25,0,147,21
lashed,20,0,125,14
bouncing,20,0,111,27
gracefully,15,0,140,20
ceremonies,30,0,231,33
shalt,20,0,101,11
compass,20,0,106,19
males,15,0,101,13
lame,10,0,82,10
mouthed,25,10,134,14
attained,30,0,195,20
Maud,10,0,46,6
tailor,15,0,125,6
shutting,30,0,147,21
adjust,20,0,92,12
historian,30,16,192,25
pizza,5,0,52,18
tidy,5,0,67,14
sliced,10,0,111,11
pirate,15,0,134,6
spies,15,0,103,14
liable,10,0,112,12
pools,15,0,82,9
heritage,25,0,191,15
lass,15,0,75,7
sighs,15,0,83,14
dined,10,0,105,12
oxygen,15,0,93,25
conspicuous,35,0,163,25
ghostly,20,0,111,32
Maxwell,10,0,94,14
recognise,25,0,191,30
lifeless,20,0,166,11
preference,25,0,229,22
fragrant,20,16,145,8
exhibited,20,0,181,28
barred,10,0,116,9
penetrating,35,0,246,36
murmuring,15,0,114,30
blazed,10,0,92,23
modesty,20,0,133,22
label,10,0,91,10
passive,20,0,130,28
wizard,5,0,83,25
banging,15,16,103,29
Theodore,25,0,170,14
peeled,15,0,145,8
moderate,25,0,188,16
howl,10,0,60,17
jagged,10,0,88,6
transmitted,35,16,242,28
orchard,15,0,122,11
tanned,25,16,143,16
Sinclair,10,0,125,12
midday,5,0,84,16
dominant,25,16,156,32
predicted,15,0,182,12
cramped,10,0,115,16
pistols,20,0,126,21
headlights,30,0,197,14
silvery,10,0,117,33
barrels,15,0,134,16
horribly,10,0,120,25
psychology,20,0,126,42
Kentucky,20,0,110,22
Ivy,0,0,9,10
Kurt,10,0,53,10
ardent,20,0,141,8
fucked,10,0,76,12
Curtis,15,0,93,21
Laurel,15,0,101,10
owns,15,0,69,8
foreigners,25,0,208,25
suspects,30,0,145,26
chatting,25,0,153,30
shrink,15,0,99,18
Baltimore,20,0,171,22
turkey,15,0,100,16
preliminary,15,0,192,38
counts,25,0,106,11
folder,10,0,110,6
lick,0,0,44,3
distraction,30,0,222,28
banquet,25,16,123,25
lipstick,10,0,117,17
deception,25,0,194,22
expanded,20,16,153,22
Elliot,10,0,95,4
beats,20,0,113,12
Mae,10,0,63,2
lodged,10,0,104,6
righteous,30,0,178,15
flags,10,0,68,7
presenting,30,0,214,34
tropical,15,0,139,6
scrutiny,20,0,128,25
bowls,10,0,65,24
cited,10,0,107,8
valleys,15,0,115,21
demonstrate,40,0,255,30
Freddie,10,0,141,6
fisherman,25,16,173,32
veiled,10,0,125,12
Mona,15,0,67,12
Stevenson,35,0,188,34
penis,15,0,104,19
Ethel,15,10,96,10
vault,15,0,75,18
breeches,25,0,182,22
uncommon,25,0,117,25
Rio,5,0,43,1
grease,20,0,144,16
alleged,15,0,144,8
stench,25,0,131,20
hose,20,0,98,15
commonplace,25,0,177,24
notorious,35,0,181,19
favored,15,0,125,20
Westminster,35,0,235,32
slit,10,0,79,11
mining,10,0,96,30
lurched,15,0,116,16
distribution,30,0,222,32
stew,15,0,91,10
whirling,10,0,124,19
footing,20,0,126,20
freeze,15,0,139,16
Manuel,20,16,103,12
unsure,25,0,112,13
dissolved,20,0,160,30
penetrate,35,0,237,22
flattened,30,0,207,16
feverish,20,0,162,25
profoundly,20,0,135,24
reasoned,30,0,193,28
readiness,30,0,211,19
cushion,25,0,118,20
slamming,15,0,117,31
agencies,25,0,175,19
Mommy,5,0,43,10
apologized,20,0,165,22
Juliet,15,0,107,10
rebels,15,0,130,17
longest,25,0,145,22
clatter,20,0,155,8
merits,15,0,130,13
Sundays,20,0,91,25
interference,35,0,292,30
comin,10,0,79,18
quaint,20,0,101,15
Garrett,20,0,153,4
moisture,25,0,161,22
boast,20,0,98,15
Naomi,10,0,75,12
photographer,35,0,225,26
luminous,25,0,119,29
aloft,15,0,93,6
cherry,10,0,107,20
dam,5,0,44,6
beaming,15,0,122,29
evolution,30,0,175,28
Valerie,15,0,152,6
interpreted,30,0,264,20
boil,5,0,60,5
Hon,10,0,43,6
calmed,10,0,103,12
unfolded,20,0,133,15
surged,15,0,102,11
salon,20,0,98,13
Jenna,20,0,103,12
losses,25,0,130,17
Phillips,10,0,109,17
clearer,15,0,157,8
cooler,15,0,122,6
realistic,20,0,189,18
Amos,10,0,49,17
clouded,15,0,115,10
thumbs,20,10,84,11
tripped,10,0,128,8
warfare,15,0,137,9
thereafter,35,10,254,18
untouched,35,0,164,23
myths,15,10,78,13
shovel,20,0,113,21
ascended,25,0,174,30
exercises,25,0,200,23
wilt,5,0,67,11
quicker,10,0,96,13
Mick,0,0,32,3
poking,10,0,78,18
exhibition,25,0,194,34
dawned,15,0,115,14
bra,5,0,47,5
connect,25,0,145,16
Bridget,10,0,123,4
addresses,30,0,201,17
duly,5,0,39,16
melody,10,0,99,18
Harley,10,0,99,10
Auntie,20,0,115,14
hare,15,0,99,7
treachery,25,0,196,28
offspring,15,0,126,27
clamped,10,0,109,16
Carmen,15,0,108,14
loading,15,0,119,14
Gil,0,0,33,0
Hong,10,0,49,12
maze,10,0,70,22
nonetheless,50,10,273,29
volunteer,30,0,187,20
Robbie,10,0,90,12
lectures,25,0,169,19
op,5,0,28,1
hints,20,0,106,16
manor,15,16,92,18
Almighty,10,0,98,24
pang,10,16,57,12
Veronica,20,0,153,16
vase,15,0,85,20
rumor,10,0,74,12
provincial,15,0,156,28
proprietor,20,0,197,10
colorful,15,0,111,10
penalty,20,0,134,22
discharged,20,0,179,28
cynical,10,0,100,20
influences,30,0,192,33
quilt,10,0,69,11
psychic,10,0,87,30
brethren,25,10,182,21
accidents,25,0,179,11
miracles,15,0,148,13
Daphne,20,0,107,10
extravagant,35,16,214,32
huts,20,0,73,6
carrier,10,0,146,4
prudent,20,0,130,14
Patty,15,0,85,10
liver,5,0,92,16
e.g.,5,0,44,2
slack,10,0,66,10
grandchildren,25,16,230,28
nuns,20,0,68,7
truths,25,10,118,11
practised,20,0,175,22
biscuits,20,0,128,32
honeymoon,35,0,178,35
shipping,15,0,117,19
shimmering,20,0,176,31
pas,10,0,49,7
imaginative,25,0,214,46
ambassador,30,0,176,28
Nellie,10,0,121,6
rip,0,0,45,0
distributed,25,0,209,26
horrors,20,0,136,14
historic,20,0,155,19
Randall,15,16,106,12
une,15,0,67,7
decides,15,0,150,11
surrendered,30,0,241,27
twenties,30,0,198,25
rash,15,0,80,9
repaired,15,0,176,8
heartbeat,35,0,220,19
streamed,25,0,185,23
superb,15,0,94,16
buzz,5,0,13,8
trot,15,0,95,8
defending,20,0,176,28
Calvin,10,0,81,22
muzzle,10,0,66,20
relish,15,0,126,13
canopy,15,16,87,22
treaty,20,0,141,18
democracy,15,0,146,22
pork,5,0,49,5
oars,15,0,84,8
lids,5,0,65,7
bellowed,15,0,147,19
Abigail,5,0,89,10
Gerard,10,0,111,4
accompanying,25,16,175,44
Berkeley,15,0,153,20
laced,10,0,96,4
knotted,25,0,150,17
therapy,20,10,138,16
blocking,10,0,97,25
contracted,30,0,207,20
plead,10,0,93,4
indicates,25,0,192,23
proving,10,0,96,28
Carolyn,15,0,103,16
Pierce,10,0,123,6
supposedly,25,0,149,31
tons,20,0,89,9
confirmation,30,0,219,38
countered,30,0,193,16
flights,15,0,110,9
Blanche,20,16,122,20
intending,25,0,187,32
repetition,30,0,239,26
automobile,30,0,188,28
reactions,30,0,199,19
growl,5,0,66,14
memorable,20,0,172,26
strapped,20,0,151,11
moods,15,0,84,13
vows,10,0,52,15
Beverly,10,0,115,26
Vanessa,30,16,145,22
afternoons,40,0,219,25
sane,20,16,102,17
flap,5,0,49,0
comparatively,25,0,218,46
wailing,10,0,112,19
gallop,10,0,83,2
lodgings,15,0,120,21
seeks,20,0,116,12
Silas,10,0,76,7
waistcoat,30,0,181,27
operated,25,0,187,13
balloon,20,0,118,11
sage,15,0,88,9
thrusting,30,10,165,32
Merlin,10,0,109,10
Libby,0,0,36,10
Archer,10,0,101,10
loses,20,0,111,17
Ursula,15,0,82,14
Devon,15,0,84,20
conquer,20,0,116,20
Kong,10,0,49,12
disapproval,20,0,169,30
Lindsay,15,0,103,36
disdain,15,0,131,20
loft,10,0,68,6
corporate,25,0,185,10
restrain,25,0,186,20
spears,20,0,124,18
grandparents,35,16,234,23
Madeleine,25,0,205,18
luxurious,25,0,118,15
Cleveland,20,16,161,28
gilt,5,0,66,4
waits,15,0,99,14
Brett,15,0,110,4
Sadie,10,0,96,2
hound,20,0,82,15
clerks,10,0,98,13
invaded,15,0,132,20
ally,5,0,55,10
adjacent,25,0,156,12
humility,15,0,121,21
stab,15,0,75,12
bind,5,0,58,17
landlady,15,16,125,22
corrupt,15,0,108,12
formally,10,0,109,24
retrieve,20,0,201,22
mournful,20,0,103,28
buzzing,10,0,60,29
gulped,10,0,83,10
lurking,10,0,88,24
tactics,20,0,135,19
homosexuality,40,0,227,41
blink,5,0,60,16
caressing,25,0,174,26
gifted,10,0,112,8
tormented,30,0,211,24
frog,5,0,53,2
paws,10,0,56,9
scout,20,0,85,11
chores,20,0,124,17
weaving,15,0,120,35
airplane,20,16,164,10
dashing,20,0,122,26
aback,10,0,64,13
pledge,10,0,113,6
inability,15,0,157,32
cue,10,0,55,4
Andrews,15,0,115,21
din,5,0,54,6
lesbians,25,16,158,23
outlined,25,0,162,19
exposing,20,0,133,32
scores,20,0,125,16
doorbell,15,0,143,12
watchful,20,0,112,31
skipped,10,0,105,13
basically,15,0,132,29
Pam,5,0,32,6
mice,5,0,75,8
Gulf,5,0,27,6
Serena,20,0,139,16
metallic,15,0,150,10
exploring,15,0,144,20
publish,15,0,89,19
wailed,10,0,115,11
insignificant,30,16,236,34
cheering,20,0,168,22
recalling,15,0,160,16
Vernon,20,0,119,20
mast,15,0,78,16
Jade,10,0,75,2
lime,5,0,78,10
foremost,25,0,161,22
Carla,10,0,79,0
burns,15,0,70,12
maternal,25,0,172,26
Montgomery,25,0,168,34
compelling,15,0,153,28
super,15,0,89,11
lions,15,0,95,7
commerce,15,0,148,14
eerie,15,0,153,4
Alexandra,20,16,151,20
communicated,30,0,206,26
threads,25,10,158,17
fling,5,0,66,12
garrison,20,0,149,18
specimen,20,0,158,25
eyeing,15,0,129,30
pillar,5,0,93,0
tugging,15,0,95,16
ducks,10,0,51,15
someplace,25,0,176,19
mentioning,30,0,204,38
loop,10,0,63,2
companionship,35,16,216,38
trance,20,16,136,18
adapted,20,0,146,8
enveloped,25,0,191,20
Corps,10,0,65,9
revived,10,0,134,32
settlers,30,0,199,22
aesthetic,35,10,222,20
inhaled,20,0,147,16
fabulous,25,0,106,17
frock,5,0,58,5
scholarship,30,0,187,31
exhibit,15,0,130,24
aristocratic,30,0,239,22
Furthermore,30,10,214,30
Lionel,15,0,114,12
Zeus,15,0,65,7
Brooke,15,0,103,4
prophecy,15,0,123,22
spectacular,30,0,194,25
bravely,10,0,106,31
Emerson,20,0,125,30
steer,20,0,140,7
weigh,10,0,90,12
Bessie,20,0,135,16
detachment,35,0,222,24
bedrooms,20,0,145,14
maintaining,30,0,213,42
tow,10,0,57,9
whereabouts,40,0,225,26
inwardly,10,0,121,24
uncovered,25,0,169,29
Reynolds,20,0,131,27
broom,10,0,75,11
wed,5,0,58,7
Gene,15,0,96,10
dose,15,0,92,12
frames,15,0,113,15
linger,10,0,115,16
bug,5,0,19,5
stoop,20,0,97,7
howled,15,0,111,21
slapping,15,0,114,19
glittered,20,0,200,12
mahogany,25,16,129,26
conceded,20,0,161,20
Walt,10,0,64,4
sites,20,0,124,18
tedious,25,0,149,11
accurately,25,0,175,24
winner,15,0,125,19
licking,5,0,91,18
Randolph,20,16,116,19
interrupting,30,0,231,38
hopelessly,30,0,191,33
greed,10,0,113,4
haughty,25,0,108,23
accuracy,15,0,106,16
neared,20,0,152,10
squatted,30,0,157,23
editions,25,0,182,17
onward,15,0,105,13
Bruno,15,0,69,11
scales,20,0,121,14
Tennessee,40,0,231,20
contribute,30,0,195,22
Jed,5,0,51,4
survivors,20,0,132,46
sketches,30,0,170,26
fraud,10,0,70,6
steak,20,0,111,10
cocktail,15,0,126,12
tempting,20,0,153,32
rites,15,0,123,11
theatrical,30,10,219,14
reappeared,25,0,224,12
compact,15,0,104,16
teenager,30,0,210,16
uncomfortably,30,0,188,51
bruises,20,0,128,28
Donovan,25,16,113,32
drenched,20,0,167,22
Khan,15,16,63,16
hue,15,0,65,3
popularity,20,0,151,18
Webster,20,0,145,16
