word,home_row_score,bigram_bonus,frequency_score,movement_cost
exhausted,35,0,187,24
tent,20,0,113,8
quarters,25,0,153,22
stiff,10,0,80,7
slave,15,0,97,21
flash,15,0,81,9
remaining,20,0,176,36
corridor,10,0,141,4
wash,15,0,69,16
temper,15,0,134,16
cottage,25,0,154,10
painting,20,0,146,24
guessed,25,0,141,16
miserable,20,0,182,32
jump,5,0,22,12
closing,15,0,109,26
directed,15,0,176,12
honey,20,0,105,21
holy,10,0,59,15
changing,20,16,125,34
briefly,5,0,106,19
R.,0,0,0,0
responsibility,30,0,255,48
shocked,20,0,121,13
finds,10,0,80,19
landed,15,16,120,16
beating,20,0,141,25
knock,10,0,56,14
Earl,5,0,55,0
blanket,20,16,129,19
shouting,30,0,142,25
development,30,0,225,34
tradition,25,0,194,18
cave,10,0,74,14
India,10,0,78,12
included,15,0,133,22
paying,10,0,83,32
bowl,5,0,46,17
begins,15,0,109,12
unhappy,20,0,89,19
tear,15,0,108,4
Hello,10,0,85,5
clothing,20,10,136,22
beard,10,0,98,5
research,25,0,182,19
harder,15,0,130,9
increased,25,0,200,30
atmosphere,35,0,219,36
Jewish,15,0,103,23
ceased,20,0,141,18
article,15,0,149,10
Jews,10,0,64,9
advanced,20,16,144,32
Monsieur,25,0,147,20
version,20,0,142,28
household,35,0,172,23
likes,10,0,92,9
Ellen,10,0,83,6
Sally,5,0,55,10
answers,25,16,146,23
wisdom,10,0,89,27
delivered,15,0,194,24
charming,15,0,124,34
Morgan,15,16,91,8
royal,10,0,83,20
sacred,15,0,121,11
saddle,15,0,119,9
Americans,20,16,156,19
exist,15,0,106,16
kinds,10,0,75,22
wishes,20,0,122,24
evidently,20,0,178,36
scattered,30,0,213,19
inches,20,0,125,25
addressed,25,0,195,14
ghost,20,0,93,18
cutting,20,0,118,20
brushed,20,0,119,19
struggled,20,0,147,17
relations,30,0,203,19
incident,20,0,169,20
stronger,25,0,169,23
remarkable,20,0,187,30
department,30,0,219,20
fist,10,0,74,10
occasionally,30,0,201,37
constantly,35,16,187,36
van,10,16,48,14
bone,15,0,85,13
definitely,20,0,203,34
guilt,10,0,75,10
kindly,5,0,74,25
gradually,15,0,124,16
brush,15,0,68,14
properly,10,0,126,16
shed,15,0,88,7
remark,10,0,108,15
lots,15,0,81,7
dim,0,0,41,6
daughters,30,0,172,23
orange,20,16,129,15
c,0,0,8,0
dared,10,0,106,4
cream,10,0,96,10
guide,10,0,86,8
jaw,5,0,32,9
heading,20,0,141,17
express,20,0,138,13
actions,25,0,143,15
identity,20,0,173,22
nowhere,25,0,162,20
comment,20,0,131,16
operation,30,0,200,19
planning,20,16,130,24
scent,20,0,113,15
pistol,15,0,107,14
Steve,15,0,106,18
eaten,25,0,148,12
extent,25,0,151,12
landing,15,16,117,24
swear,15,0,107,9
proceeded,20,0,194,10
skirt,10,0,87,13
parked,10,0,101,6
treat,20,0,135,12
belong,15,0,104,17
attend,25,0,150,16
faster,20,0,133,14
damp,5,0,50,12
project,15,0,120,10
glory,5,0,65,12
January,20,16,101,22
November,15,0,131,24
advance,20,16,131,30
dressing,20,0,154,26
climb,0,0,53,7
spiritual,20,0,157,15
midst,10,0,87,16
barn,10,0,67,11
boss,15,0,65,10
pattern,25,0,161,14
structure,30,0,172,23
Monday,15,0,86,22
gathering,25,10,179,22
nearer,20,0,157,10
mounted,25,0,136,16
model,10,0,93,10
sunlight,25,0,132,19
weary,10,0,94,17
threatened,40,10,262,26
Johnson,30,0,123,18
notion,25,0,134,18
Virginia,10,0,132,12
addition,20,0,162,14
packed,10,0,92,6
temple,15,0,128,14
failure,15,0,129,8
gasped,15,0,106,18
sixty,10,0,73,19
refuse,20,0,128,16
flame,10,0,89,10
senses,30,0,153,20
generous,30,0,170,19
fucking,10,0,73,24
romantic,20,16,149,24
services,20,0,164,30
Jenny,15,0,85,10
secure,20,0,130,15
feed,10,0,96,4
tip,5,0,54,4
backed,10,0,90,11
tower,15,0,113,16
contrary,20,0,145,22
performance,25,16,207,32
file,5,0,78,2
design,15,0,117,20
activity,15,0,138,34
resting,20,0,149,26
Nancy,10,16,59,22
beg,5,0,49,5
gain,10,0,72,6
Amy,0,0,13,10
supply,10,0,57,17
scream,15,0,115,17
destroy,20,0,143,24
sheep,20,0,119,7
partly,10,0,93,18
burn,10,0,51,11
interests,35,0,228,25
narrative,25,0,194,28
arrive,10,0,122,14
seeking,20,0,145,21
raising,15,0,130,26
dignity,10,0,114,22
secretary,25,0,197,25
Lieutenant,40,16,225,24
exercise,20,0,181,18
claimed,10,0,124,12
conscience,30,0,204,28
fed,5,0,58,4
parking,10,0,98,18
politics,15,0,137,17
loudly,10,0,74,16
Saint,15,0,93,8
pockets,20,0,123,11
beast,20,0,113,15
offering,15,0,139,17
fierce,10,0,130,6
lined,10,0,104,12
appreciate,25,0,211,10
detective,25,0,214,30
results,25,0,142,21
Lily,0,0,39,10
minister,20,0,172,32
panic,10,16,80,12
utterly,20,0,137,15
behavior,20,0,150,29
Chris,10,0,76,17
muscles,20,0,112,21
hint,15,0,87,13
purple,10,0,88,8
map,5,0,38,6
split,10,0,85,11
clerk,5,0,79,7
exchange,25,16,154,30
screaming,20,0,162,35
Molly,5,0,53,12
collar,10,0,98,2
basket,20,0,116,21
stated,25,0,149,15
produce,15,0,114,10
December,15,0,152,16
keeps,15,0,103,10
Papa,10,0,55,0
lately,15,0,120,18
recalled,15,0,164,8
Bible,5,0,76,12
rank,10,16,65,11
cash,15,0,70,9
centre,20,0,150,14
treatment,35,0,228,24
fail,5,0,64,0
breathed,25,10,181,19
dreadful,15,0,133,10
suspicion,25,0,145,21
trace,15,0,116,6
ridiculous,20,0,151,13
troubled,20,0,143,18
emerged,15,0,158,14
sprang,15,16,94,19
apparent,25,0,164,8
demand,15,16,116,24
camera,15,0,121,12
presently,25,0,184,32
spell,10,0,87,11
disappointed,30,0,230,28
noon,20,0,86,10
Japanese,30,16,170,20
stolen,25,0,139,13
plant,15,16,90,8
Oxford,5,0,60,10
owned,15,0,101,13
conclusion,30,0,163,32
stirred,15,0,154,11
unexpected,30,0,197,25
keys,10,0,65,12
replaced,15,0,158,8
signed,15,0,117,19
historical,25,0,192,19
movements,30,0,183,35
eyebrows,20,0,153,33
threat,25,10,153,14
active,15,0,122,22
focus,15,0,65,9
highest,25,0,148,21
lean,15,16,95,10
duties,20,0,126,15
hundreds,25,0,147,22
bath,15,10,74,10
sacrifice,15,0,165,9
Hugh,10,0,33,11
bride,5,0,94,7
Caroline,20,0,156,12
signal,15,0,103,19
attractive,30,0,219,30
aged,10,0,81,4
shortly,20,0,123,25
bigger,5,0,94,9
tough,20,0,82,13
shone,25,0,118,15
trunk,15,0,76,15
embarrassed,30,0,224,24
purse,15,0,89,18
reference,25,0,224,22
frozen,15,0,106,20
eggs,10,0,69,9
central,20,0,148,12
songs,20,0,87,24
D.,0,0,0,0
fled,5,0,70,4
bags,10,0,54,12
Texas,15,0,82,15
mercy,5,0,78,16
Germany,15,16,114,26
site,15,0,105,13
Barbara,15,0,114,10
elbow,10,0,84,17
superior,20,0,151,13
games,15,0,95,15
knight,15,0,95,17
charged,15,0,126,14
dried,5,0,102,4
relaxed,15,0,144,12
widow,5,0,70,14
readers,20,0,168,15
images,15,0,116,19
inquired,15,0,139,24
County,20,0,84,14
criminal,10,0,132,24
objects,20,0,120,18
examined,20,0,162,30
thoroughly,30,10,159,32
smoking,15,0,98,25
picking,5,0,85,18
wire,5,0,84,9
charm,10,0,76,16
practical,15,0,150,8
release,25,0,188,20
departure,25,0,191,14
concerning,25,0,183,40
Tommy,5,0,43,10
cries,10,0,104,7
hut,15,0,54,3
Hannah,25,16,108,17
puzzled,10,0,77,22
Eve,5,0,41,14
magazine,20,0,142,34
bay,5,0,35,15
attempted,30,0,208,24
sheets,30,0,160,10
desired,15,0,160,18
boxes,15,0,85,14
Pete,15,0,103,6
parted,15,0,126,8
edition,20,0,163,16
blank,10,16,64,16
considering,25,0,207,30
etc.,10,0,74,6
describe,15,0,160,22
display,10,0,101,24
searched,25,0,177,17
host,20,0,87,13
shaped,20,0,118,11
greeted,20,0,178,8
jeans,20,16,102,11
acted,15,0,111,8
reflection,25,0,212,22
pillow,5,0,80,7
attended,30,0,201,20
runs,15,0,65,7
impressed,20,0,179,26
hath,20,10,88,10
reports,20,0,149,13
envelope,25,0,178,18
bite,10,0,91,11
flames,15,0,108,15
ed,5,0,51,2
crack,5,0,61,3
bunch,15,0,60,16
button,25,0,110,11
retired,15,0,173,12
hips,10,0,64,12
trick,5,0,77,7
Alexander,20,16,164,24
birthday,15,10,132,25
stopping,20,0,128,19
nearest,30,0,185,16
victory,10,0,106,26
wrist,10,0,92,17
assume,25,0,116,18
deserted,25,0,204,22
brings,10,0,89,24
completed,20,0,172,20
Danny,15,16,71,10
hallway,15,0,104,29
wandered,20,16,172,27
shelter,25,0,171,15
tore,15,0,106,6
directions,25,0,208,19
deny,10,0,77,10
indicated,20,0,186,20
bye,5,0,48,13
Avenue,20,0,108,22
peered,15,0,151,8
records,15,0,137,13
horizon,20,0,123,27
Africa,5,0,78,0
wives,10,0,88,26
Jackson,20,0,97,20
salt,15,0,83,11
separated,30,0,208,15
accustomed,30,0,176,24
sensation,40,0,212,31
begged,10,0,106,9
patience,25,0,183,22
remembering,20,0,216,32
create,20,0,154,10
fishing,15,0,112,26
beloved,15,0,131,21
gained,15,0,123,12
concluded,20,0,143,22
boats,20,0,98,12
Tim,0,0,28,6
resolved,20,0,163,30
amused,20,0,110,20
tape,15,0,96,6
enjoying,20,0,134,42
hid,5,0,52,5
companions,30,16,171,31
tracks,15,0,99,13
weekend,20,0,157,17
kindness,25,0,153,30
breathe,25,10,169,17
precisely,15,0,166,28
uncomfortable,35,0,220,43
ceremony,20,0,158,24
jail,5,0,58,2
adventure,30,0,190,26
cotton,25,0,128,12
expensive,25,0,184,34
trained,20,0,162,16
agreement,30,0,217,16
striking,15,0,135,25
decent,20,0,145,12
III,0,0,0,0
follows,15,0,102,11
Francis,15,16,111,19
blade,10,0,92,7
recovered,20,0,197,24
flushed,20,0,115,14
slammed,15,0,121,19
genius,20,0,113,19
challenge,25,0,178,24
suggestion,35,0,187,27
Martha,20,10,112,10
Ireland,15,16,126,16
blond,10,0,72,17
preferred,15,0,193,12
y,0,0,6,0
printed,15,0,143,12
haired,15,0,133,9
medicine,15,0,167,16
vague,15,0,80,12
gather,20,10,132,10
Patrick,10,0,101,11
squeezed,25,0,155,29
fury,5,0,39,16
hollow,15,0,95,12
admiration,25,0,199,26
European,25,16,137,18
acquaintance,40,16,225,34
unto,20,0,78,8
appeal,15,0,111,4
prisoners,25,0,182,31
fears,15,0,106,11
Western,25,0,161,20
extreme,20,0,167,18
discovery,15,0,148,40
pressing,20,0,147,26
G.,0,0,0,0
portion,20,0,137,16
tray,10,0,76,14
souls,20,0,81,18
fever,10,0,104,16
fix,0,0,28,4
Eric,0,0,47,0
danced,15,16,117,16
manager,20,16,139,22
exposed,20,0,137,20
P.,0,0,0,0
Ray,5,0,30,10
grounds,20,0,107,19
invitation,30,0,208,38
Sara,10,0,67,0
sugar,15,0,76,7
calmly,5,0,70,22
numerous,30,0,142,19
angel,15,16,101,16
invisible,15,0,160,42
workers,15,0,125,20
vessel,20,0,129,18
lands,15,16,89,19
gates,20,0,115,11
devoted,20,0,154,22
complex,10,0,95,16
discussed,25,0,158,28
dreamed,15,0,151,16
beings,15,0,109,24
marks,10,0,71,15
prefer,10,0,125,8
phrase,20,0,124,22
hired,10,0,108,9
Nicholas,20,0,126,17
Fred,5,0,69,4
divine,10,0,116,26
Princess,20,0,144,19
route,20,0,114,6
corners,20,0,144,21
useless,30,0,154,18
positive,20,0,157,36
cab,5,0,37,5
custom,20,0,93,18
collected,20,0,180,14
stern,20,0,122,13
teaching,25,0,164,26
virtue,15,0,115,14
platform,15,0,124,16
disturbed,20,0,161,24
rarely,10,0,117,14
chuckled,15,0,108,20
effects,20,0,144,13
resist,20,0,142,24
descended,25,0,200,30
damage,15,0,113,14
sail,10,0,76,7
smiles,15,0,116,16
covering,15,0,137,28
ruin,10,0,67,12
protest,25,0,158,14
grasp,10,0,73,14
wicked,5,0,89,13
appointed,25,0,178,14
manners,25,16,147,25
exact,15,0,99,10
Matthew,25,10,142,13
sum,10,0,34,7
splendid,15,0,142,19
Beth,15,10,84,5
investigation,40,0,271,40
strangers,30,16,190,30
enthusiasm,40,10,203,30
granted,20,16,147,12
chicken,15,0,117,18
plot,10,0,68,4
evident,20,0,160,22
Jacob,10,0,60,5
waving,10,0,82,35
carpet,15,0,122,4
footsteps,35,0,188,21
pregnant,25,16,160,24
relation,25,0,184,18
closet,20,0,127,14
string,15,0,111,19
seldom,15,0,112,13
Mexico,10,0,90,9
jerked,10,0,110,10
affected,20,0,162,12
sorts,20,0,106,14
candle,15,16,116,14
instructions,40,0,232,35
flow,5,0,48,7
neighborhood,35,0,225,28
generation,35,0,236,26
shout,25,0,95,9
murdered,15,0,153,14
branch,15,16,94,22
necessity,30,0,197,30
critical,10,0,140,8
assistance,40,16,221,42
walks,10,0,65,16
skill,5,0,66,9
defense,25,0,173,16
fellows,15,0,118,13
quit,10,0,57,11
eighteen,30,0,207,14
crossing,20,0,134,26
occasions,30,0,165,22
represented,35,0,273,26
equipment,25,0,166,26
Brian,10,16,84,6
goods,15,0,83,9
nod,10,0,56,6
spotted,25,0,153,15
practically,15,0,168,18
bitch,10,0,79,18
Ralph,10,0,61,5
ex,5,0,39,2
compared,15,0,137,16
applied,10,0,120,4
humor,15,0,74,11
tension,30,0,168,20
misery,10,0,109,30
trousers,30,0,170,25
benefit,20,0,156,17
struggling,20,0,144,25
drifted,10,0,136,8
pretend,20,0,160,16
gazing,10,0,78,30
L.,0,0,0,0
backward,10,0,102,19
urged,10,0,83,7
disease,25,0,172,26
hastily,20,0,128,29
soil,10,0,75,7
studying,20,0,120,39
February,15,0,117,26
drinks,10,0,93,17
inclined,15,0,154,24
punishment,35,0,185,32
wing,5,0,54,19
desperately,30,0,239,36
dug,5,0,27,6
bars,10,0,66,12
fur,5,0,33,6
existed,20,0,156,20
faithful,20,10,125,16
Claire,10,0,114,2
fuck,5,0,26,9
employed,15,0,142,30
mist,10,0,74,16
triumph,15,0,106,21
reasonable,35,0,222,40
civil,0,0,65,16
occasional,30,0,183,27
Jerry,5,0,80,14
variety,15,0,138,18
cheap,15,0,95,10
prayed,10,0,105,20
limited,10,0,139,20
jealous,25,0,125,11
curled,10,0,98,10
crept,10,0,97,8
classes,25,0,140,17
population,30,0,170,22
absolute,30,0,156,22
blinked,10,0,111,19
filling,5,0,99,12
proposed,20,0,144,16
emotional,30,0,195,28
marble,10,0,104,18
cities,15,0,134,15
Wilson,15,0,95,18
un,10,0,29,3
contents,35,0,183,19
program,10,0,102,8
swiftly,10,0,99,27
handkerchief,30,16,226,37
robe,10,0,83,8
massive,20,0,132,34
arrest,20,0,145,10
corn,10,0,69,8
Jonathan,35,26,158,28
thumb,15,10,65,7
shift,15,0,92,11
entering,25,0,189,22
assure,25,0,127,16
curtains,25,0,146,21
unconscious,40,0,178,30
safely,15,0,106,21
lesson,25,0,131,18
remote,20,0,151,16
smelled,15,0,139,13
loaded,15,0,123,6
vehicle,15,0,139,16
stove,20,0,110,19
arrested,25,0,196,14
straw,15,0,96,14
secrets,25,0,168,14
district,15,0,154,18
subjects,25,0,125,20
plays,10,0,67,13
roads,15,0,97,9
photograph,30,0,169,21
mid,0,0,41,6
tucked,15,0,97,10
bastard,20,0,130,19
favour,15,0,83,20
holds,15,0,85,12
universe,25,0,166,37
romance,20,16,139,26
policy,5,0,76,12
glimpse,10,0,109,24
contrast,30,0,167,22
answering,25,16,174,28
endless,25,0,159,17
slightest,30,0,188,23
sensed,25,0,147,17
bullet,15,0,102,9
planet,20,16,128,12
harsh,20,0,98,14
Lewis,10,0,85,21
latest,25,0,148,14
coach,15,0,82,7
Sergeant,25,16,172,16
Oliver,5,0,92,16
furious,20,0,104,13
Union,15,0,84,18
port,10,0,73,6
mask,10,0,53,19
scenes,25,0,143,22
helpless,25,0,162,12
puts,15,0,60,7
consideration,40,0,275,32
seats,25,0,128,14
brick,0,0,54,8
disappointment,40,0,272,36
tide,10,0,99,6
cop,5,0,37,2
eagerly,15,0,143,16
Catholic,20,10,134,10
countenance,45,16,236,34
survive,15,0,110,37
mate,15,0,97,12
crown,10,0,76,8
Meanwhile,25,16,179,20
Grant,15,16,90,8
Bobby,5,0,37,10
principal,10,0,137,12
appropriate,25,0,211,8
stretch,25,0,156,20
Italy,10,0,70,18
deliberately,25,0,252,32
method,20,10,126,12
slaves,20,0,116,26
utter,20,0,119,5
upward,10,0,76,17
embrace,15,0,139,12
neat,20,0,110,10
slender,20,0,158,23
ranch,15,16,89,17
genuine,25,0,152,22
dollar,10,0,102,2
cheerful,20,0,148,16
polite,15,0,127,8
Taylor,10,0,83,22
cake,10,0,73,4
happily,10,0,93,15
views,10,0,88,17
elsewhere,30,0,227,28
unlike,15,0,102,13
cart,10,0,78,4
valuable,20,0,127,26
formal,10,0,91,14
lightning,20,0,152,26
burden,15,0,102,11
intimate,25,0,186,30
piano,15,16,94,11
lighted,15,0,135,10
newspapers,30,0,196,29
African,10,16,99,6
distinguished,35,0,244,46
attacked,25,0,165,14
visitors,20,0,150,37
reveal,15,0,134,16
wherever,20,0,179,23
trusted,25,0,150,18
strongly,20,0,131,29
aboard,15,0,107,10
liberty,10,0,127,20
basis,15,0,88,26
lawn,10,0,64,8
des,10,0,70,7
citizens,20,0,155,29
Bishop,15,0,86,14
divided,5,0,121,20
intelligent,30,0,243,20
magnificent,25,0,200,26
dealing,15,0,135,16
destruction,35,0,222,34
chill,5,0,72,10
doctors,20,0,130,17
f,0,0,7,0
falls,10,0,74,7
elements,30,0,200,21
cow,5,0,38,7
studies,25,0,145,14
Latin,15,0,93,14
performed,15,0,167,18
Dave,10,0,66,14
China,15,0,84,22
curtain,20,0,127,20
surrounding,30,0,174,31
uttered,25,0,170,9
countries,30,0,183,19
sheriff,15,0,128,7
centuries,30,0,198,19
aspect,20,0,123,22
blessed,20,0,143,19
weakness,30,0,168,24
bold,5,0,52,5
keen,15,0,99,5
oak,10,0,49,4
unfortunate,45,0,221,31
Francisco,20,16,142,27
awkward,10,0,96,22
traditional,30,0,231,24
labor,10,0,82,10
plants,20,16,109,11
principle,10,0,150,14
knelt,15,0,100,15
Canada,20,16,107,12
counted,25,0,137,12
shoved,20,0,114,21
reserved,20,0,185,30
cloak,10,0,70,5
protested,30,0,209,18
prepare,15,0,148,6
lovers,15,0,113,23
drawer,10,0,118,14
catching,20,0,134,30
activities,25,0,210,39
kingdom,10,0,92,21
confess,25,0,134,19
healthy,25,10,144,15
Robin,10,0,68,16
permitted,20,0,195,24
praise,15,0,126,12
al,5,0,37,0
dropping,10,0,112,14
visitor,15,0,131,30
kick,0,0,34,6
consequence,40,0,222,32
ruined,15,0,118,18
stroke,20,0,127,11
designed,20,0,168,26
drug,5,0,45,6
commanded,20,16,154,28
b,0,0,4,0
nerves,20,0,136,25
treasure,30,0,191,24
hatred,20,0,139,17
hunt,20,0,74,7
preparing,15,0,157,16
cracked,10,0,112,6
echoed,20,0,138,14
pardon,15,0,104,6
Eddie,5,0,85,2
outer,20,0,114,7
Howard,10,0,85,14
amongst,25,0,127,32
arose,20,0,122,12
load,10,0,72,2
editor,15,0,139,10
Andy,5,0,39,22
remove,15,0,127,24
ours,15,0,68,12
Scotland,20,16,128,20
significant,25,16,195,27
kissing,15,0,108,29
lifting,10,0,114,20
cooking,15,0,103,18
rent,15,0,104,8
shell,15,0,100,7
gifts,10,0,80,7
Jeff,5,0,51,4
convince,20,0,142,30
homes,20,0,105,18
dishes,20,0,128,17
steadily,20,0,160,17
floating,20,0,140,22
killer,5,0,103,7
solemn,20,0,119,15
clearing,15,0,148,16
trap,10,0,75,4
monster,25,0,152,18
nonsense,40,0,197,26
Council,15,0,92,12
assistant,40,16,202,36
stumbled,20,0,129,17
Alan,10,16,57,6
sixteen,25,0,164,19
mistaken,25,0,159,28
elevator,25,0,183,26
sale,15,0,94,9
Lisa,10,0,64,14
conviction,25,0,174,30
spun,15,0,53,13
rescue,20,0,130,18
fog,5,0,35,2
print,10,0,92,8
standard,25,16,159,19
blowing,10,0,93,31
stole,20,0,119,9
leaped,15,0,131,8
amusement,35,0,190,32
departed,20,0,177,12
specific,10,0,128,11
pilot,10,0,88,4
accused,20,0,119,14
Kelly,5,0,68,14
holes,20,0,110,12
impulse,15,0,111,30
snake,20,0,104,11
respond,20,0,136,26
resumed,20,0,141,20
terribly,10,0,145,24
elegant,25,16,166,14
accounts,30,0,138,11
garage,15,0,117,2
Victoria,15,0,142,8
access,20,0,117,7
include,15,0,121,20
Anthony,25,10,114,22
drag,5,0,61,0
confident,25,0,177,20
argue,15,0,95,4
stable,20,0,125,19
que,10,0,47,5
prospect,20,0,145,22
gratitude,25,0,183,18
revenge,20,0,162,26
moonlight,25,0,157,22
raw,5,0,50,7
beaten,25,0,153,15
articles,20,0,168,15
limbs,5,0,64,11
referred,15,0,188,12
Majesty,20,0,115,18
prayers,15,0,129,27
owe,10,0,68,11
appointment,35,0,220,22
delay,10,0,93,14
upright,15,0,104,9
starts,25,0,135,14
colors,15,0,102,11
depths,20,10,121,11
sunshine,35,0,164,25
visiting,15,0,138,42
farmer,10,0,112,12
confirmed,15,0,155,24
straightened,40,0,270,25
Julie,10,0,79,8
percent,20,0,156,12
immense,20,0,151,20
bottles,25,0,151,18
repeat,20,0,152,12
remind,10,0,117,24
T.,0,0,0,0
Emperor,10,0,110,18
grim,0,0,52,6
hunger,20,0,109,15
v.,0,0,3,8
terrified,15,0,201,8
reward,10,0,118,14
personally,25,0,178,38
banks,15,16,71,22
species,20,0,149,18
overcome,20,0,158,25
groaned,20,16,142,14
acts,15,0,79,7
obtained,25,0,171,21
roar,10,0,83,2
overhead,25,0,175,25
worship,15,0,112,21
bushes,25,0,107,16
agony,15,0,79,10
Hi,0,0,21,0
region,15,0,126,10
severe,20,0,154,21
sensitive,30,0,206,39
strangely,25,16,171,33
F.,0,0,0,0
queer,15,0,103,7
wheels,20,0,133,14
Carl,5,0,55,0
composed,20,0,136,26
admired,10,0,134,16
thunder,25,10,143,16
status,30,0,125,16
neighbors,25,0,168,25
roses,20,0,117,17
intent,25,0,154,16
portrait,20,0,164,14
trembled,15,0,158,20
selling,15,0,128,19
alike,10,0,98,4
illness,20,0,141,15
apple,10,0,86,2
landscape,25,16,165,28
IV,0,0,0,0
steal,20,0,121,7
reception,25,0,199,22
interior,20,0,186,14
pretended,25,0,211,20
intend,20,0,139,20
attracted,30,0,208,16
instinct,25,0,164,30
exciting,15,0,142,26
contempt,25,0,157,24
fairy,5,0,76,10
encounter,35,0,201,22
clung,10,0,55,12
speaks,20,0,109,20
bored,10,0,96,9
savage,20,0,115,25
melancholy,25,16,169,38
bosom,15,0,76,21
Gordon,15,0,96,8
Betty,15,0,98,10
holiday,15,0,117,15
Josh,15,0,60,9
swing,10,0,73,21
bits,10,0,72,12
sadly,10,0,74,17
suspicious,30,0,152,22
abroad,15,0,107,12
St,5,0,27,4
essential,35,0,219,20
intellectual,35,0,249,24
ideal,10,0,108,4
Britain,15,0,132,14
Spain,10,0,71,6
Diana,15,16,90,12
goodness,30,0,160,17
require,15,0,142,14
experiences,30,0,245,29
spending,20,0,143,31
remarks,15,0,127,21
shopping,20,0,119,19
slope,15,0,98,11
issues,25,0,124,17
sheer,20,0,131,7
wholly,10,0,78,17
thanked,25,26,143,20
personality,30,0,214,38
domestic,20,0,156,22
Victor,10,0,97,8
ages,15,0,88,7
ladder,10,0,118,4
swift,10,0,81,13
wit,5,0,55,11
glancing,15,16,118,24
perceived,15,0,183,24
talent,25,0,149,12
pit,5,0,54,4
towel,15,0,107,16
glorious,20,0,129,9
cops,10,0,56,9
Nevertheless,40,10,269,33
pine,10,0,85,10
astonishment,50,0,264,44
angrily,10,16,108,22
leads,15,0,106,11
Samuel,15,0,90,12
wandering,20,16,168,35
balls,10,0,72,12
increase,25,0,187,28
questioned,35,0,207,29
brass,15,0,85,12
OK,0,0,0,0
carved,10,0,105,16
clenched,20,0,156,22
maintain,25,0,166,24
humanity,25,16,133,33
poems,15,0,93,9
target,20,0,141,8
daylight,15,0,128,26
Amanda,15,16,89,24
claims,10,0,92,9
bull,5,0,37,5
philosophy,25,0,151,34
passengers,35,0,208,33
swimming,10,0,109,33
minor,10,0,89,18
sets,20,0,103,10
rushing,20,0,111,26
Ryan,10,16,51,26
plates,20,0,127,11
areas,20,0,124,11
defend,15,0,129,16
wishing,15,0,112,33
Jamie,10,0,91,14
Mac,5,0,33,0
fashioned,30,0,183,26
accomplished,25,0,198,26
velvet,15,0,121,24
Larry,5,0,66,10
blocks,10,0,69,16
Ma,5,0,25,0
dumb,5,0,33,7
tour,15,0,76,8
contract,25,0,156,16
schools,25,0,122,24
uneasy,25,0,116,19
sits,15,0,86,14
client,15,0,127,8
Shakespeare,35,0,227,32
gloves,15,0,101,19
focused,20,0,116,16
jury,5,0,33,16
curse,15,0,92,18
hugged,15,0,90,9
beds,10,0,74,12
astonished,40,0,222,38
fourteen,30,0,179,16
glowing,10,0,95,26
moves,15,0,90,23
cultural,20,0,119,14
concealed,25,0,185,20
gang,10,16,57,12
fires,10,0,103,7
dread,10,0,106,4
denied,15,0,143,16
observe,20,0,143,29
regarding,15,0,165,16
independent,35,0,254,36
earnest,30,0,185,20
Rebecca,15,0,122,10
marched,15,0,127,16
ending,15,0,118,22
border,10,0,114,9
longing,15,0,108,24
throne,25,10,144,16
soup,15,0,56,11
scheme,20,0,129,23
glared,10,0,111,4
skull,10,0,54,11
chances,25,16,137,29
concrete,25,0,181,18
halfway,15,0,99,29
stunned,30,0,146,13
mothers,25,10,150,21
planted,20,16,141,12
consequences,45,0,241,37
Russia,20,0,92,14
roots,20,0,109,7
growth,15,10,99,11
urge,10,0,70,5
eternal,25,0,178,18
captured,20,0,143,12
arrangement,35,16,242,28
bush,15,0,50,8
agents,25,0,135,11
accent,20,0,127,8
fetch,15,0,99,13
aim,5,0,53,6
financial,20,16,158,24
commander,20,16,159,28
shy,10,0,43,7
deadly,10,0,106,14
deserve,20,0,167,28
examination,35,0,227,44
retreat,25,0,191,16
seventy,25,0,151,29
wolf,5,0,48,7
patted,20,0,136,8
betrayed,20,0,169,29
distress,25,0,174,21
observation,35,0,220,45
thighs,20,10,110,13
backs,10,0,59,14
divorce,10,0,124,18
profession,30,0,193,22
polished,20,0,149,16
humble,15,0,88,13
ringing,10,0,112,24
swinging,15,0,121,33
Marcus,15,0,78,7
newly,10,0,83,26
scale,15,0,102,9
Lawrence,20,0,154,28
director,15,0,166,12
nervously,25,0,147,44
plus,10,0,45,7
babies,15,0,111,22
angle,15,16,101,14
Jessica,20,0,130,14
blown,10,0,66,13
authorities,40,10,245,25
afterward,20,0,177,22
tragedy,15,0,132,18
Louise,20,0,109,18
conference,30,0,219,30
routine,25,0,155,18
exchanged,25,16,167,32
policeman,20,16,160,20
strode,20,0,138,11
electric,15,0,171,14
gripped,5,0,107,4
principles,15,0,169,19
tightened,30,0,209,22
attempts,30,0,176,23
powder,10,0,104,18
palms,10,0,69,9
emergency,20,0,180,32
rings,10,0,84,19
Albert,10,0,100,14
ya,5,0,30,10
element,25,0,181,18
sensible,25,0,172,29
reduced,15,0,136,14
Cambridge,10,0,132,14
serving,15,0,125,35
sleeve,20,0,148,21
Fort,10,0,68,6
tones,25,0,127,17
bothered,25,10,179,17
circles,10,0,125,7
cursed,15,0,104,20
autumn,25,0,96,10
inn,10,0,61,6
rapid,5,0,82,0
waiter,15,0,136,15
Santa,20,16,96,12
adopted,20,0,144,10
